,content
1397,“我长得那么美！除了美，还有什么？可爱！”“不要多看我两眼，会爱上我”哈哈哈哈哈哈哈哈哈哈哈哈哈哈石榴姐太有梗了！饭圈安利鹅的微博视频
1398,圣诞壁纸不能缺！
1399,你近期有在武汉买房的打算吗？武汉房价变迁史；2005年，4000元/平2008年，6000元/平；2012年，8000元/平；2015年，12000元/平；2018年，15000元/平；2021年，17000元/平；从四千到1.7万，武汉的楼市一直稳步上涨，主要是因为武汉经济发达，人口多，地理位置好，这些都对楼市有促进作用 ...全文
1400,【#宁波市蛟川街道第二轮核检检出8例阳性#】12月9日，据宁波市卫健委通报，截至8日24时，镇海区蛟川街道第二轮全员核酸检出阳性感染者8例。其中在集中隔离点发现3例，其余均在封控区内主动筛查发现。8日起，镇海区全面升级管控措施，包括封控区封闭隔离只进不出等。#聚焦新冠肺炎疫情#...全文
1401,#全球携手战疫#【#我使馆回应澳方称不派官员出席北京冬奥#】中国驻澳大利亚使馆注意到今日澳方宣布不派官员出席北京冬奥会，也注意到澳奥委会主席日前公布了澳运动员参加北京冬奥会的情况。我们祝愿澳大利亚运动员在冬奥会上呈现精彩表现，相信他们将见证一届简约、安全、精彩的奥运盛会。根 ...全文
1402,晓婷搅了春生项目的事被他妈知道了，婆婆脸色立马变了#不惑之旅##陈建斌#玲珑剪辑的微博视频
1403,【#黄渤说演戏先做人是从艺第一课#】在第十一次全国文代会召开之际，中国电影家协会副主席@黄渤在接受人民网专访时谈到，“学演戏，先学做人”是自己在从艺路上、在电影学院时就上的“第一课”，“演什么类型的角色都没问题，但前提是，自己内心的校准器不能偏，要谨记做一个好人的标准是什么。”（人 ...全文
1404,20艘056即将入列中国海警！76毫米主炮全部保留，海警实力连翻3倍
1405,【#广州一员工拒绝调岗被公司辞退#！法院：系违法解除劳动关系】广州的阿梅（化名）是华某公司的员工，在公司干了13年，终于干到了行政部人力资源课长。没想到去年遇上疫情，公司经营受到影响，向她发出调岗通知书，将她调至生产流水线工作。阿梅不愿调岗，公司多次发函催促。阿梅继续在原岗位出勤 ...全文
1406,【#郑州一老人因不方便5年没下楼#：如今乘梯下楼遛弯儿，想见老伙计】12月5日，86岁的乔老太提及楼栋刚刚装好的一部电梯喜不自禁。就在最近，他们所在的郑州大学东生活区家属院3号楼安装了小区里的首批2部电梯。老太太忍不住拉着记者分享下楼的感受：“下楼遛弯儿可美啊，外头空气就是新鲜！最 ...全文
1407,【#孝感东城客运换乘中心正式获批#】近日，孝感东城客运换乘中心项目建议书的正式批复。孝感东城客运换乘中心的建设，将极大的缓解孝感市中心客运站拥堵压力，可以有效避免车辆过多涌入市区，减轻中心城区道路交通压力，实现与孝汉城际铁路的无缝对接。本项目建设内容包括土建工程，装修工程，地面停 ...全文
1408,#2021综艺名场面#首先想到的就是杨洋！在《青春环游记3》里不能说放得开，简直玩嗨了！每期都贡献了超多笑点，顶着这么帅气的脸模仿宋小宝、杨迪跳舞，毫无偶像包袱！属实担心跟往届军艺校草一样发展成喜剧人娱闻大神的微博视频
1409,【妻子拉着想出车的隔夜酒丈夫到派出所测酒精 民警：你有一个贤内助】11月26日，南京六合，一对夫妻来到派出所，妻子告诉民警丈夫昨晚喝了酒，早上想出车被自己拦下，因担心他所以拉着他来做酒精测试。民警随即为男子做了呼气式酒精测试，数值为10mg/100ml。虽然没有达到处罚标准，但民警告知男子还是 ...全文
1410,越来越离谱了就是说呆十三的微博视频
1411,【夜读：从现在起，你要开始为自己做的10件事】直面问题、和优秀的人在一起、重视错误带来的教训、注意生活里的点滴美好、专注于自己可以控制的事情、每天朝着目标努力…今天起，开始相信自己，把握机会，坦然迎接挑战。越努力，你就会越幸运。【夜读】从现在起，你要开始为自己做的10件事
1412,#一键变冬天#是个暖冬了#每日星随拍#
1413,文/@S江川奈予写一个小嘴叭叭贼拉能说的小可爱小可爱和男朋友是异地恋（其实两个学校中间就隔了两条街）只要一有时间，就必须和男朋友见面，手牵手一起压马路牙子，分享着自己每天发生的事情。面面俱到，就连一周喝了几杯奶茶，一杯奶茶里有几颗珍珠也得说说。“我跟你讲，我们学校外面那个老大爷 ...全文
1414,
1415,#雷佳音李现谁是捡漏王#“夺宝小分队”馗市集结，在线捡漏。许愿大张旗鼓，扰乱馗市秩序；药不然暗中观察、假借他人之手。一明一暗、一武一文，馗市鉴宝比拼一触即发！年度娱乐爽片#电影古董局中局#正在热映，燃爽开局，一路开挂！出品：@英皇电影@联瑞影业#正夫影业#@雷佳音@李现ing@辛芷蕾...全文
1416,沙雕网友就是快乐源泉，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈每天的笑容都靠一些整活土味街拍大赏的微博视频
1417,“她想让我认识你”
1418,最后两张珍藏已久的库存，这回没有了，下回再发就该拍新图片了
1419,#见过最速度的风水轮流转#把因果报应表现的淋漓尽致朋友圈那点事的微博视频
1420,【小紫你好，实在是不知道怎么办了，想听听大家的看法。是这样的，我和我室友关系蛮好的，今天她让我拿她手机看一篇文章，正好有微信消息跳进来我不一小心点到了，就看到她好像在和一个男生搞暧昧，我很惊讶因为没有听她提过。我就没忍住往上划了划，发现她们是在网上认识的，应该没有在一起但是会聊 ...全文
1421,#被宠物当成家人的瞬间#看完之后才开始懂了，为什么那么多人把宠物当成家人，为什么有人会神经兮兮地与宠物对话...#情感暖冬行动#
1422,许佳琪#许佳琪黑白镜面大片#身着抹胸公主短裙步入黑与白的交手，光晕下的魅惑在邀请不染起舞，一朵黑色玫瑰撞进了洁白的浪漫。秀发轻挽丝丝撩人心弦，化作眼波粼粼柔情肆意而来～造型💋：@薇乐乐摄影📹：walker
1423,之前看到的都是老人带娃，一本正经地把方言当普通话在教闹出笑话，这#奶奶教孙子直播间学东北话#还是第一次见老人如此认真地教方言。方言是一种与家乡密切相关的语言，方言中蕴含的不仅是家乡的文化，更是浓浓的乡愁。传承方言，某种程度上就是传承一种情怀，表达一种爱意。表达爱意的方式不止一种，给 ...全文
1424,马龙
1425,如果《让子弹飞》里被污蔑吃两碗凉粉的是你，你要怎么反驳？沈唤唤的微博视频
1426,当我把游戏里的主线剧情都推完后才做支线任务时
1427,#被男朋友妈妈整破防了#
1428,这一家人怎么走个红毯都这么好笑、可爱死！#白宇#：啊不是…嗯好的！晓彤和祖鹅#宋祖儿#这两个“嗯嗯！”，好像动画人物啊哈哈哈哈太可爱了！乔家的儿女， 呜呜呜好喜欢我们乔家，我们乔家兄妹就是甜甜蜜蜜开开心心…饭圈杂谈的微博视频
1429,#读者来稿#有什么办法减慢狗的进食速度啊，我好怕它被噎死比格犬受害者联盟的微博视频
1430,算了吧（9gag）#今日memes#
1431,我出专辑是够呛了，等有机会来看演出哈，另外给你买好吃的@时代少年团-贺峻霖可能又赢你了，我的字数比你多。这个饼哥不一般（你才7个字）。你数数我的，不算嘿嘿还10呢@烧饼DYS
1432,《不想要这个结婚对象怎么破》/@夏凉泡泡糖刚下班，就得知自己的结婚对象已经在客厅等了很久的凌兆，内心几乎是崩溃的。作为新时代工具人，凌兆本人其实并不在意自己的结婚对象是谁，反正也只是商业利益，各取所需罢辽。前提是他昨晚没做那个梦。梦里凌兆被设定成了清冷总裁A，年少有 ...全文
1433,【国家发改委印发方案！#沪苏浙一对一帮扶皖北8市#】据国家发展改革委12月8日消息，为贯彻落实《长三角一体化发展规划“十四五”实施方案》《推动长三角一体化发展2021年工作安排》有关部署，扎实推进沪苏浙城市结对合作帮扶皖北城市工作，国家发展改革委印发《沪苏浙城市结对合作帮扶皖北城市 ...全文
1434,【玉兔二号在月球天边发现形似“神秘小屋”物体，引发推特网友和天文媒体热烈讨论】#玉兔二号在月球发现形似神秘小屋物体#12月3日，“我们的太空”公众号发布《艰难爬坡！玉兔迎来月背最大坡度 “玉兔二号驾驶日记”（28）》，介绍了玉兔二号月球车在2021年10月29日下午，如期开始了它第36个月昼的探 ...全文
1435,孙海洋带失散14年儿子回家，%多名主播深夜去孙海洋家直播求关注 ：“我们没有打扰到人家”奇闻早知晓的微博视频
1436,#刻在DNA里的语文课文#
1437,#人民的公义##著名制片人李学政质疑中演协惩罚劣迹艺人程序正义#恭喜李学政老师荣升副会长！也感谢委员会的慧眼识珠！这就是我国法制建设最好的体现，大家一定要坚信正义必胜！
1438,#余华有点油麦在身上#“《活着》我自己打9.4分，剩下的0.6你问豆瓣去”“第一天上班就迟到两小时”“我靠《活着》的版税活着”“我们全家都没有阑尾了”“中国作家和法国作家的最大区别是中国作家用中文”“我发现我只能同时干一件事”“闯了祸我就会躲起来”不愧是你，余华老师
1439,【#女租客半夜被驱赶求助社区书记#，85后女书记基层工作11年成为居民的开心果】#全民正能量#浙江杭州海创社区，有一位85后“酷”书记叫邵秋婧。她所在的社区居民平均年龄只有32岁，是典型的“青春社区”。为了更好服务年轻人，她牵头建立数字社区，上线“法律寻助”等多个便民应用。前阵子她半夜收到紧 ...全文
1440,#湖北人的羽绒服要派上用场了#【#湖北今冬最低温或达零下10至12度#转给你身边不会穿衣的那个TA~】#什么是26度穿衣法#：把不同衣物的保暖性量化为摄氏度，用26度减去室外温度，得到穿衣摄氏度的总和。但气温并不等于体感温度，每个人耐热程度不同，体感温度自然有别。相对来说，分层穿衣法可能更 ...全文
1441,#张云雷##杨九郎#你们都要越来越好啊~小剧场大世界的微博视频
1442,#男子公厕偷拍女学生被消防员擒获#【#男子在消防队门口违法乱纪 绝不容你#】11月30日，河南郑州。一名女学生在公共厕所被偷拍，向附近消防队求助。通过查看监控，可疑人员已逃窜。12月5日，当@郑州消防消防员外出加油归队时，发现可疑人员，并联系受害人指认。经确认后消防员立即控制该男子，并移交 ...全文
1443,#儿童启蒙计划#【生活很甜，要加油！#2岁女儿小大人式鼓励打工爸爸#】12月7日，浙江宁波。祝先生打工的服装厂最近比较忙碌，2岁女儿看到辛苦工作的他后心疼不已，懂事得安慰他要乐观、加油，言语中满是小大人的成熟。祝先生称那些话都是孩子学来的，自己听后觉得很欣慰。女儿五个月大就跟着他来 ...全文
1444,千万别让蔡少芬说绕口令，否则笑到停不下来，沈腾：血糖都上来了#综艺安利#｜王牌对王牌娱妺的微博视频
1445,"【自作多情！美国没受邀请却炒作“外交抵制”北京冬奥会】倒计时60天之际，北京冬奥会再度成为外交部例行记者会上的焦点话题，有媒体相继提问称，美国拜登政府或将于本周内宣布对北京冬奥会""外交抵制""，澳大利亚总理莫里森日前也表示将考虑是否外交抵制北京冬奥会。对此，外交部发言人赵立坚再次重申， ...全文"
1446,【#民警用387本追踪笔记抓获嫌疑人#为死者讨回公道】#追凶15年擒获致3死杀人纵火犯#15年前的冬天，成都邛崃高埂镇裕民路发生一起杀人纵火案，三人殒命。15年后的冬天，在西藏丁青县，现年45岁的嫌疑人徐某辉落网，这桩命案积案终于告破。15年来，嫌疑人亡命天涯，民警追凶不断。387本泛黄追踪笔记、排 ...全文
1447,阿富汗塔利班入伍的新兵，统一的制服、几乎统一的大胡子、统一的AR15。
1448,【#阿姨空腹吃山楂长结石喝10桶可乐康复#：我感觉治病过程还挺快乐的】12月7日，陕西西安。西安市人民医院（西安市第四医院）航天城院区接诊了一位64岁的耿阿姨，由于空腹吃了2斤山楂，胃里长出一个鸡蛋般大小5-6公分的结石。胃肠内镜诊疗中心主任黄蕊医生介绍，耿阿姨的胃石质地比较坚硬且胃里 ...全文
1449,【#教科书式劝宿醉丈夫不开车#】近日，江苏南京，“警官，我老公昨晚喝酒了。”妻子拦下早上要出车的丈夫，因担心安全拉他来派出所做酒精测试。民警随即为男子做了呼气式酒精测试，虽没达到处罚标准，但民警告知男子还是不要开车。报报提醒：上路谨慎，安全第一！#妻子拉着隔夜酒丈夫到派出所测酒精#（ ...全文
1450,【#广西安排部署两节期间疫情防控工作#全力以赴守好祖国南大门】12月7日，自治区疫情防控指挥部召开全区疫情防控视频会议，贯彻落实全国新冠肺炎疫情防控工作电视电话会议精神，对做好今冬明春特别是元旦、春节期间的疫情防控工作作出安排部署。下一步，广西将继续从严从紧打击“三非”人员，强化边境 ...全文
1451,【广州队更新一线队名单：阿兰、艾克森缺席，蒋光太、洛国富在列】广州队官方网站更新了一线队的名单，其中两位归化球员阿兰和艾克森已经不在名单之中，洛国富和蒋光太则依旧在列。教练组方面，只有执行主教练郑智以及主教练刘智宇两人。广州队一线队教练组及球员大名单↓执行主教练：郑智；主 ...全文
1452,【守护老人出行安全，这条短片一定要和长辈一起看！】#守法知礼平安行#为提高老年人群体交通安全意识，保护老人出行安全，浙江杭州交警分析了老年人出行中常见的交通违法行为，并制作推出一条交通安全宣教片，请各位带着家中长辈一起观看学习！@杭州交警公安部交通管理局的微博视频
1453,重庆街拍
1454,拿到香水了哈哈哈哈。不是我接受不了的味道诶。哈哈哈哈哈哈我已经喷上了。是那种骚骚男的味道哈哈哈哈哈哈哈哈
1455,【#外交部祝贺谷爱凌和苏翊鸣夺冠#】12月5日，滑雪运动员苏翊鸣和谷爱凌在世界杯美国斯廷博特站比赛中夺冠。7日，外交部发言人赵立坚向两位中国运动健儿表示祝贺，并祝愿他们在北京冬奥会上赛出最佳水平。赵立坚介绍，中国运动员认真备赛是北京冬奥会各项筹备工作的一个缩影。截至目前，冬奥会12个竞 ...全文
1456,贾玲爆沈腾缺陷，奸懒谗猾，胯骨轴不好，还有很多！！！  沈腾：玲儿还是你了解我#娱乐综艺##王牌对王牌#娱闻蜀黍的微博视频
1457,【#上海桂林公园枫景你爱吗#】桂林公园近半枫叶都红了！今天来跟@魔都新鲜事-新闻晨报骆骆一起看“枫”景～小坡上，亭台楼榭旁，红的似火，黄的如金，与仿古建筑同框，就是一幅精致的山水画。你会想来逛公园吗？魔都新鲜事-新闻晨报的微博视频
1458,#温峥嵘 玉楼春#儿子帮媳妇又夹菜，又吹眼角！婆婆嫉妒了，自己也要儿子和吹吹眼角！这婆婆太可爱了！网红七点伴的微博视频
1459,《毛老师爱情课堂》如何在社交软件上钓人恋爱！！软件玩不好！脱单你好苦恼！！熬夜刷出黑眼圈！爱情都不拢你的边！📢这节课非常重要📢包含所有人群各种软件的交友终极妙义！学了这堂课你还找不到！那真的就是你的问题了！二毛坨子的微博视频
1460,贺峻霖今日份出发饭拍黑色羊羔毛外套搭配绿色卫衣，笑起来的小卧蚕太绝啦！！！看的人心都化了@时代少年团-贺峻霖
1461,#微博最阴阳怪气的表情#不愧是微博，感觉哪个表情都可以阴阳怪气起来！ 你最喜欢用哪个#微盘点#
1462,孙海洋的大女儿孙悦发文澄清了，希望大家不要再恶意揣测了。女孩子条理清晰
1463,猫猫委屈但猫猫不说
1464,肖四该如何使用？1、拿到肖4之后大题要背诵，但是选择题也要重视。肖4选择题的质量很高，难度和真题持平，有时候肖四的选择题你可能会在考场遇到，所以一定要重视。所以大家在做选择题的时候一定要按照考场的要求来做，不要一次性做完，但一定要做一套巩固一套，尤其是做错的题目一定要搞懂。2 ...全文
1465,颜值巅峰#年底flag冲刺季##出道吧新星#搞笑的小黑蛋的微博视频
1466,#许君聪长在了易烊千玺的笑点上#要被易烊千玺弟弟给可爱晕了，一看到许君聪就秒破功笑场，不过看到了许君聪的造型，这很难不笑场吧吃我一集安利的微博视频
1467,？？？
1468,周杰发文了，对过去的事情有些遗憾。近日，网上有女生曝出与他交往，还有分手的原因，有些令人哭笑不得。两人的私事何必要让大家知道，或许有其他的因素。而周杰本人一直没有正面回应，深夜他发文表示了对父亲的思念，曾经父亲给他写过很多书信，而他当时没有在意，现在觉得很内疚。并且后面一句话有 ...全文
1469,#新师大纪念一二九系列活动#🏫【新疆师范大学】📖新疆师范大学“庚续先辈革命志，奋斗青春正当时”主题升国旗仪式。📸️@新疆师范大学微校园#新疆高校纪念一二九系列活动#乌鲁木齐校园的微博视频
1470,#太原T3出行运营方向驾驶员致歉#【最新进展！T3出行运营方加紧一对一联络，向驾驶员致歉！】前几日，记者调查了太原T3网约车平台收取司机20%佣金的情况。目前，太原的T3网约车大约200多辆，今后公司会及时且详细的通知到每一位司机最新的政策。（热线8300110）
1471,#周杰 避孕药#🍉疑似“尔康”周杰前女友发文控诉周杰私下模样，女方自曝因为自己不肯吃避孕药而被男方抛弃，并吐槽男方私下自私又虚伪，还曝光了周杰身家并不如大家想象中的丰厚，甚至还进行了贷款抵押。11月底，周杰曾被拍到深夜带一长腿美女与好友聚餐，饭后两人一起乘车回上海某高档酒店，不知 ...全文
1472,#天津放归珍稀鸟类江西行#【车队经过山东黄河大桥】#津心护鸟千里放飞#今天上午11点，车队已经行驶出天津近400公里，刚刚经过山东黄河大桥。天津日报的微博视频
1473,#2021休斯敦世乒赛##乒乓球##世乒赛#波尔这操作很秀啊，空中停球“射门”，可惜被“守门员”化解猛男的运动会的微博视频
1474,“大魔王”张怡宁和“跳水皇后”郭晶晶神仙同框！和奥运冠军马龙等挥旗互动！（天目新闻）#国乒跳水梦之队梦幻联动#青春北京的微博视频
1475,祁发宝头破血流扯掉绷带还想冲去年6月戍边英雄与外军交涉细节公开：“站成一列，这是我们的主权绝对不能动！”#陈祥榕牺牲地战友高呼寸土不让##祁发宝向祖国和人民郑重汇报##致敬中国军人#衝鋒号角的微博视频
1476,#奔跑吧##综艺#跑男衰落史(中)神秘的黑屋子的微博视频
1477,【赵立坚：#BBC被中国网民称为偏见广播公司#】外交部发言人办公室的微博视频
1478,【#妻子拉着隔夜酒丈夫到派出所测酒精#】11月26日，南京六合，一对夫妻来到派出所，妻子告诉民警丈夫昨晚喝了酒，早上想出车被自己拦下，因担心他所以拉着他来做酒精测试。民警随即为男子做了呼气式酒精测试，数值为10mg/100ml。虽然没有达到处罚标准，但民警告知男子还是不要开车。随后，民警认可和夸 ...全文
1479,#赣深高铁通车#据了解，赣深高铁全程票价已经公布，商务座近1000元，一等座422元，二等座基本在264元?#我眼中的赣深高铁#赣州
1480,【#人民网调查二房东乱象#：形成帮派 两头吃钱】近日，《北京市住房租赁条例（草案）》进行首次审议，对“黑中介”、“二房东”哄抬租金等租房行为进行了规范。#人民网记者卧底二房东团伙#发现，他们盘踞小区、形成“帮派”、执行“行规”；甚至制作假合同，两头“吃钱”。有“二房东”称，这是一个有 ...全文
1481,Momo平井桃不再是平板支撑而是开始了新的运动真的太了不起了，果然名品身材都是有原因的，超帅的(cr theqoo)韩流的微博视频
1482,【连闯3个红灯！节约25分钟！#重庆骁骑为羊水破裂孕妇开道#】 近日，重庆渝北，一辆轿车突然停在正在执勤的民警蒋国辉面前，原来车内孕妇羊水破裂即将分娩。眼下正是早高峰，见情况比较紧急，蒋国辉立即向指挥室报告，并驾驶警用摩托车为该车开道。由于送产及时，该孕妇顺利产下一名女婴，母女平安 ...全文
1483,【安徽一#大学生辱骂外卖员致其辞职#学校：希望给新生改错的机会】据@九派新闻报道，近日，安徽合肥，一段女大学生辱骂外卖骑手的视频引网友关注。据了解，此单外卖是因顾客手机号码有误导致无法正常配送。再次配送时，骑手小猛希望该女生能说谢谢，结果引来辱骂。“在这打工就是我儿子、没钱就好好 ...全文
1484,#奚梦瑶说被女心理师詹璐触动了#奚梦瑶说最近追《女心理师》被詹璐产后故事触动到了，这部剧真的很有意义，一定要对产后妈妈们多一些理解，多一些关怀！圈内少年的微博视频
1485,#蜘蛛侠英雄无归IMAX预告#咱先不管。我倒是想给大家曝一个猛料：听说“三蛛同框”成了！大家别挠我，别挠我，别挠我......
1486,#心动的信号第四季#心动的信号4：马子佳被虫子吓到直往大熊身后躲，问小孔为什么不直接“弄死”虫子，小孔：我也害怕啊爱豆星综剧的微博视频
1487,#幸福##发现身边的温暖#12月6日，河南郑州。男生送对象不一样的拉斐草三周年礼物，手工制作细节满满。Syliva今天也是元气满满的亿天的微博视频
1488,【#赵立坚对美国所谓民主发4个反问#】今天，外交部发言人赵立坚表示，美方声称所谓“民主峰会”是为了“捍卫”民主，那么请问，美国拥有世界上最丰富、最先进的医疗资源和技术，国内却有超过80万人死于新冠肺炎疫情，还有近5000万人饱受痛苦，这两个数字都是世界第一，美国居然发生这种人权惨剧，难道 ...全文
1489,【#杭州西湖西溪暂停大型活动#控制公共场所接待规模】记者从杭州西湖西溪景区了解到，根据杭州市疫情防控工作最新要求及景区12月8日晚疫情防控会议指示精神，景区从严从紧落实各项防疫措施，压实四方责任。西湖西溪景区所属景点控制公共场所接待规模，不超过核定容量的50%，暂停景区内含万松书院周 ...全文
1490,【#重庆再次提高居民医保人均财政补助标准#】重庆市2022年度城乡居民基本医疗保险缴费标准公布，一档每人每年320元、二档每人每年695元；在渝高校大学生参个人缴费标准为：一档每人每年280元，二档每人每年655元。今年我市再次提高居民医保人均财政补助标准，达到每人每年580元。重庆...全文
1491,【美方宣布“外交抵制”北京冬奥，外交部回应】美国政府在大洋彼岸还在半夜的时刻，根据一个世纪谎言，在中国没有邀请的情况下，宣布对北京冬奥会进行“外交抵制”。就像一个考了不及格的差生，在一个小黑屋里，狂叫着不会去上名校一样。12月7日的外交部例行记者会上，赵立坚就此问题表示，已向美方提 ...全文
1492,【提醒！宁波高速上这些高速入口及服务区已关闭】为配合疫情防控需要，目前，宁波绕城高速九龙湖、沙河、临江及甬舟高速蛟川收费站进口封闭，恢复时间另行通知。 via宁波发布
1493,【连续一个多月咳嗽#女子接触发霉玉米肺部长满真菌#】武汉女子小刘连续一个多月咳喘不止，吃药也不见好转，医院检查发现小刘肺部竟然长满黄曲霉菌，引发了真菌感染。询问病史后得知，一个多月前，小刘曾回老家帮收玉米。医生分析，玉米可能已经被大量黄曲霉菌污染，黄曲霉菌孢子扩散到空气中，而小刘 ...全文
1494,凭一己之力把婆婆全家都逼疯了，这个媳妇喜庆是真喜庆，就是有点废耳朵。影视热播员的微博视频
1495,#疫情阻击动态#【#绍兴上虞首发病例参加过葬礼#关联人员较多】12月7日8时30分杭州市疾控中心接通知，绍兴市发现1例本土初筛阳性病例，其密切接触者中有1人住杭州市萧山区，接报后杭州市立即启动联合流调机制，开展人员追踪、管控调查和采样检测，当天下午2时杭州市疾控中心报告其新冠病毒核酸阳性，诊 ...全文
1496,迪丽热巴 漫游里的老奶奶把热巴宠成了亲孙女，而热巴也从老奶奶身上看到了自己姥姥的样子吧。冰薇雪儿的微博视频
1497,《爸爸回来了》陈赫太不像话，嗯哼已经会走路，一分钱还没给！吐槽社的微博视频
1498,【拍到了！#中国空间站过境广州#，这几秒与广州塔相遇】12月6日18时左右，中国空间站从广州上方经过，并经过广州塔上空。此次过境的可观测亮度为-1等，可以说是夜空中“最亮的星”了。（南方日报）南方日报的微博视频
1499,#北京教授带头突破智能感知与测量#光纤解调仪能够分析解调上万根光纤传感器传输回来的信号数据。而在十年前，这个“小盒子”只能从国外引进。国外的技术封锁激发了祝连庆作为科研人员骨子里的倔强，在他的字典里，既然选择了攻坚克难，便要横下心奋力一搏！#为你喝彩##微博纪录片联盟#...全文
1500,【#济南年货市场虎味足#，数百种“小虎”集体出山迎新年】距离春节还有不到两个月时间，济南年货市场已逐渐红火起来，据市场商户介绍，刚进入12月，他们已经开始进与虎年主题相关的台历、福字、春联、红包等。在现场，已经有不少市民前来选购相关年货。其中造型各异的老虎元素福字和门贴最受欢迎，多 ...全文
1501,【赵立坚：#BBC被中国网民称为偏见广播公司#】外交部发言人办公室的微博视频
1502,今晚，vivo全新打磨的#原系统 OriginOS Ocean#就要正式发布了，从目前已有的爆料信息来看，OriginOS Ocean东西有点多呀，从全新的UI界面设计，到更丰富完善的系统功能，再到“零层级”交互体验，几乎在各方面都有不小的升级，体验很有可能会带来不少的惊喜。近两年，国产手机品牌在定制系统的打磨上可 ...全文
1503,【#原天津泰达董事长总经理被查#】12月7日，天津市纪委监委通报，原天津泰达足球俱乐部有限公司董事长董文胜、总经理李广益被查。董文胜在2017年7月接替高应钦成为泰达足球俱乐部董事长、总经理。据新华社报道，今年3月，天津市审计局进驻俱乐部进行审计，泰达俱乐部前助理教练迟嵘亮和王霄也先后在8月 ...全文
1504,#宁波头条爆料#【#浙江确诊病例均为轻型#】从#浙江第八十二场疫情发布会#了解到，目前，浙江所有确诊病例均为轻型，专家组正按照国家诊疗规范，“一人一策”给予中西医结合治疗，目前病情稳定。我们将持续优化方案，精心救治，防止轻症转重症；同时对无症状感染者和初筛阳性人员，在定点医院集中隔离观 ...全文
1505,#非正式跨年派对##非正式live秀#【十二风华鉴】— “此生无悔入华夏，来世还入种花家。”“没有任何一个中国人会不尊重自己的传统文化，而且我也一直觉得，流行是相对的，传统是绝对的。一个国家，能拥有自己的传统文化，这绝对是一件值得自豪的事情 ”                               ...全文
1506,张艺兴#张艺兴 最美中国戏#幕后花絮来啦一起来看张艺兴变身齐天大圣美猴王！！l@努力努力再努力x娱乐事事评的微博视频
1507,回顾2017年theshy在IG初次登场！管泽元：大家都很期待theshy出现在职业赛场上，IG帮我们实现了梦想！一晃多年过去真是感慨万分#TheShy发文感谢iG#大脸看电竞的微博视频
1508,【#上海文峰2元护眼液卖2000元##上海市场监管对文峰美容美发立案调查#】12月8日，记者从上海市消保委获悉，2021年以来，截至12月7日，收到对文峰美容美发的投诉476件，同比增长45%。消费者杨先生先后在文峰闵行门店充值47万元，后发现，商家提供服务时出售的护眼液，市场价仅2元，商家收取了2000元。 ...全文
1509,“人类一败涂地”晨晨ZYK的微博视频
1510,"“我禁锢我，我救赎我”姚琛来了QQ音乐：夜闹·YEAH,NOW酷狗音乐：网页链接酷我音乐：网页链接姚琛的微博视频"
1511,【不知道会不会发，也自己吐槽下不好意思，当个树洞说一下吧。我前夫大学职工，那个女孩子是大三学生，我跟前夫的女儿已经八岁了，我想着成全了大家最后的体面，抓住出轨我也没吵没闹的即刻离婚了，我特别想不明白的是，前夫家里因为他妈妈出轨被他爸爸打进医院离婚他姐姐出轨被他姐夫捉奸在床离婚 ...全文
1512,快乐生活.远离愤怒. 《理解愤怒》这本书告诉我们愤怒不一定是坏事情.它也是一次自我了解.自我认知的契机. 让自己敢于轻松.敢于快乐.就是治疗一切愤怒的良药.#这个冬天这么玩##绿洲种草官##书单推荐#绿洲#属于2020的小确幸#
1513,1 or 2 ？喜欢哪个？说说你的感觉吧❄️
1514,你的沐浴露上榜了么北京
1515,呜呜呜上哪儿能找到这么黏人的小猫咪啊我和宠物的日常的微博视频
1516,#一些奇奇怪怪的笑点#我的学生生涯be like：
1517,果然时间是最好的良药
1518,我鼓足勇气发信息给老公：“婆婆病了。”过了半晌，老公才回复：“哦。”之后就再没回应。本想老公回来帮个忙，可后来老公也没有回来看他妈。我只好一个人照应婆婆生病的事，还要看着儿子。平时我还要上班，忙得焦头烂额的。幸好公公可以搭把手，不然真不知怎么办了。我和老公结婚才2年多，儿子1岁。 ...全文
1519,今天的魔法失效了邓峰萌萌摔肿了-的微博视频
1520,特热辣男孩👦🏻
1521,#老公不按套路来会怎么样#哈哈哈哈哈哈哈反手就给你来个举报
1522,美美普渡众生
1523,【背后内鬼全都要揪出来！#孙卓人在山东户籍竟在黑龙江#，养父：我们是领养！】12月8日，山东聊城。8日聊城市阳谷县公安局发布情况通报，孙卓现用姓名为国某，户籍地在黑龙江省某市，符建涛现用姓名为吴某某，户籍地在本县。而孙卓的养父则称他们不知孩子是拐卖而来，自己是领养的孙卓没有花钱买。对此 ...全文
1524,实话实说，红蓝两队明星球员单个拎出来此较，这全明星赛没法打，可排球是个团队运动项目，依靠的是集体的智慧和力量，就像上海VS江苏，谁会预测到江苏女排会获得一场完美的胜利呢?@仁义天下走单骑实际上，红队相当于目前国家队的主力阵容，虽说名气大，却也遭遇东奥三连败。而蓝队恰好类似2019年中 ...全文
1525,一群小朋友去大学里表演，真的太可爱了，后面的小哥哥也好酷，学校里的大哥哥大姐姐也好捧场#看小朋友跳舞太治愈了#人间奇趣记录仪的微博视频
1526,#杨幂模仿华晨宇抓住了精髓#华晨宇：我没有面子的吗
